ID,y
0,0.5173970971498776
1,0.5363787612491437
2,0.555371538266366
3,0.5743643152835879
4,0.5933570923008102
5,0.6123498693180328
6,0.6313426463352548
7,0.650335423352476
8,0.6693282003697
9,0.6883209773869237
10,0.7073137544041408
11,0.7263065314213634
12,0.7452993084385866
13,0.7642920854558097
14,0.7832848624730293
15,0.8022776394902535
16,0.8212704165074741
17,0.8402631935246938
18,0.8592559705419199
19,0.878248747559139
20,0.8960628653329089
21,0.9091900625134588
22,0.9178817961465264
23,0.9194830510590292
24,0.9205103508891798
25,0.921500159088986
26,0.9224899672887913
27,0.9234797754885975
28,0.9244695836884032
29,0.9254593918882088
30,0.9264492000880141
31,0.9274390082878197
32,0.9284288164876261
33,0.9294186246874309
34,0.9304084328872361
35,0.9313982410870423
36,0.9323880492868473
37,0.9333778574866545
38,0.9343676656864587
39,0.9353574738862654
40,0.9363472820860703
41,0.9373370902858758
42,0.9383268984856814
43,0.9393167066854878
44,0.9403065148852936
45,0.9411055203436378
46,0.9414527716577885
47,0.9418000229719409
48,0.9421472742860915
49,0.9424945256002433
50,0.942841776914395
51,0.943189028228546
52,0.9435362795426981
53,0.9438835308568492
54,0.944230782171
55,0.9445780334851516
56,0.9449252847993028
57,0.9452725361134545
58,0.945619787427605
59,0.9459670387417565
60,0.9463142900559088
61,0.94666154137006
62,0.9470087926842112
63,0.9473560439983635
64,0.9477032953125144
65,0.9481181203531491
66,0.948550478830215
67,0.9489828373072806
68,0.9494151957843462
69,0.9498475542614121
70,0.9502799127384787
71,0.9507122712155439
72,0.9511446296926094
73,0.9515769881696751
74,0.9520093466467409
75,0.9524417051238064
76,0.9528740636008738
77,0.9533064220779387
78,0.9537387805550046
79,0.954171139032071
80,0.954603497509136
81,0.9549826349450439
82,0.9549826349450439
83,0.9549826349450439
84,0.9549826349450439
85,0.9549826349450439
86,0.9549826349450439
87,0.9549826349450439
88,0.9549826349450439
89,0.9549826349450439
90,0.9549826349450439
91,0.9549826349450439
92,0.9549826349450439
93,0.9549826349450439
94,0.9549826349450439
95,0.9549826349450439
96,0.9549826349450439
97,0.9549826349450439
98,0.9549826349450439
99,0.9549826349450439
100,0.9549826349450439
101,0.9549826349450439
102,0.9549826349450439
103,0.9549826349450439
104,0.9549826349450439
105,0.9549826349450439
106,0.9549826349450439
107,0.9549826349450439
108,0.9549826349450439
109,0.9549826349450439
110,0.9549826349450439
111,0.9549826349450439
112,0.9549826349450439
